job_text,job_type
"Position Summary:

Millennium Engineering & Integration Company seeks an experienced Software Quality Engineer to support Goddard Space Flight Center projects in Greenbelt, MD. The chosen candidate must possess the ability to work professionally as a NASA representative and successfully foster a positive relationship with our internal and external customers in the role of software assurance. This is a fast-paced environment that requires an outgoing and positive attitude and the ability to manage multiple and changing priority tasks. The successful applicant must possess leadership skills and be able to communicate mission issues and risks as they apply to programmatic and technical concerns. If selected, you will have the opportunity to work closely with our teammates at NASA and within our close-knit community. Support is required for scientific instruments, spacecraft, and/or ground systems built locally and/or by non-local vendors. This position provides assurance support over the entire project life cycle through independent surveillance, audit, review, and assessment of the full spectrum of project development activities.
Duties & Responsibilities:
Understand software assurance requirements and evaluate project/vendor product assurance implementation plans, quality assurance plans, standards, and procedures against requirements.Support Project milestone reviews, peer reviews, code and test reviews, providing NASA assurances to requirements and readiness as appropriate.Provide weekly and monthly reporting to customer, providing additional inputs as needed to support project presentations.
Prepare written deliverables, such as software assurance plans for an assigned project, audit summary reports and PowerPoint presentations.
Develop and maintain a schedule of software assurance activities.Monitor software development from requirements through acceptance testing including code reviews, test plans, test monitoring, and metrics analysis.Plan and conduct independent software process audits, documenting summary reports and findings, ensuring effective resolution to any noncompliance issues and/or risks.Assess software design and architecture to ensure requirement allocation. Audit bi-directional requirements traceability from definition through implementation and test activities.
Skills:
Understanding of standard SDLC's (planning, risk management, requirements, design, development, verification and validation).Strong critical thinking and problem-solving skills and a desire to learn.Familiarity with software architecture, systems engineering.Exhibit excellent interpersonal relationship building and customer facing skills.Excellent communication skills, both verbal and written.Be a self-starter, able to work independently with little or no supervision.Be pro-active and confident, as well as a team-player who is able to interface with technical and management personnel.Familiarity or ability to gain experience with NASA software engineering standards, similar IEEE, military, and/or industry standards such as CMMI-Dev, and/or AS9100.
Internal Auditing experience strongly preferred.Preferred experience with NASA or military ground/flight systems, and/or aeronautics programs with an emphasis on software.
Physical Requirements:

Ability to perform work on-site at the customer's facility and communicate effectively.

Millennium offers a comprehensive benefits package. Millennium is An Equal Opportunity / Affirmative Action Employer. Millennium does not discriminate on any basis prohibited by applicable law including race, color, religion, sex, national origin, disability, age, citizenship status, or Vietnam era or special disabled veteran's status in recruitment, employment, promotion, compensation, benefits, or training. It is also Millennium's policy to maintain a work environment free from discrimination on the basis of sexual orientation.

Millennium participates in the E-Verify program.",software engineer
"Our client is seeking a .Net developer with strong client side development skills for a new commercial product development effort. These jobs will report directly to our client's CTO.


This is an opportunity to get in on the ground floor of a new product initiative.




Requirements
Knowledge of C#, ASP.Net Core, MVC

Experience with Java Script\jQuery

Intermediate development experience with SQL Server

Strong user interface design and development experience

Bachelor's degree or higher

Optional

Experience with unit testing frameworks




Benefits
Our client offers fringe benefits that apply to all of their employees but the benefits depends on the employee status:

Full time employees and Regular Part-Time Employees working more than 1040 hrs./year.


Benefits include:


Medical/Dental

Life Insurance

401K

Long Term Disability

Short Term disability:

Tuition Assistance Program: Up to $2500 per year for continuing education after 12 months of employment

Relocation Assistance: Up to the discretion of management - full time and regular part-time employees

Referral Bonus: Up to the discretion of management - full time and regular part-time employee

Bonus plan: Up to the discretion of management - full time and regular part-time employee

Other Paid Leave: Voting Leave and bereavement Leave. (jury Duty, unpaid) ( military, unpaid)

Workers Compensation: As mandated by law

FICA: As mandated by law

State & Federal Unemployment Insurance: As mandated by law",software engineer
"Job Tracking ID: 512902-747582
Job Location: Silver Spring
Level of Education: Any
Job Type: Full-Time/Regular
Date Updated: 10/28/2020
Vidoori, Inc., a rapidly growing small business that specializes in building strong Engineering teams that provide high quality, modern technical solutions to our clients, is seeking a Software Development Engineer who:

Applies extensive expertise in software development
Solves complex problems that require the regular use of ingenuity and creativity
Performs work without need for direct supervision
Makes sound decisions that achieve critical organizational objectives
Can function in project leadership roles and represent Vidoori as the prime customer contact on significant technical matters
Experience and Skills
Required Qualifications:

Demonstrate expertise in C#, Java, or C++
Translate requirements, user scenarios, and technical constraints into fully developed and tested software
Integrate software features, systems, and COTS products across an established enterprise domain
Troubleshoot and debug deployed applications in a live production environment
Demonstrate best-practice engineering, including Agile methodologies, unit testing, refactoring, code reviews, build and deployment processes
Improve quality of code base using proper technical practices, automated testing, and code quality reviews
Capable of clearly and effectively conveying issues, reports, and other deliverables to engineering and customer counterparts
Familiar with and effectively utilize CM processes/tools

Preferred Qualifications:

Experience writing multi-threaded applications and socket programming
Flexibility in programming languages (C#/Java/C++)
Experience with continuous development/integration methodologies and tools
Experience communicating with users, technical teams, and management to collect requirements, describe software product features, and discuss technical designs
Understanding of maintenance and patching processes for a production application
Capable of capturing system requirements; e.g., operational, usability, and customer experience requirements

Technologies and Tools: C# or Java or C++, .NET, HTML5, CSS, XML, JSON, Git, SVN, MySQL, Unix/Linux, Windows, Jenkins

Experience: Seeking three (3+) years of experience performing software development activities, with a Bachelor’s Degree, or one (1+) years of experience with a Master’s Degree

Location: Maryland/DC Region

Residency: US citizen, US green card

Employment Type: Full-Time

Benefits:

At Vidoori, Inc., we firmly believe that our employees are the heart of our organization. We are happy to offer the following benefits:

Health, dental, vision, and life insurance
Long/short-term disability
401k Retirement Plan and 4% contribution match
15 PTO days and 10 paid holidays
Tuition Reimbursement/ Professional Development
Employee bonuses
Employee assistance program
Employee discount program",software engineer
"Are you excited to build interfaces that control the physical world around you? Do you love the idea of crafting experiences used by millions of customers all over the world? Are you a tireless customer advocate?

If the above holds true for you, then we would love to talk to you! Alarm.com is looking for a user-centric Software Engineer to focus on smart home web applications. We craft customer experiences that make interacting with Internet of Things (IoT) smart home and security devices a breeze!

You will contribute to significant projects across our product line, seeing development through from architectural design to prototyping and development. One of the many challenges you will face is taking nuanced technological requirements and working alongside Product Managers, UX Designers, Quality Engineers, and other Software Engineers to transform them into extensible, clean code for user-friendly designs. Our customers expect top-notch reliability, speed, and ease of use, and it is up to our team to deliver exceptional home security and automation experiences.

Your work will provide you the opportunity to showcase creative problem solving, passion for learning, and motivation for improvement. You must be able to communicate effectively and blend multiple business needs in your work. Our platform supports several business units, so there are always multiple perspectives to consider. We also work at scale – we have millions of customers and millions of devices sending us data all the time.

Very few small companies innovate and develop across such a broad range of technologies as Alarm.com. This position is ideal for the candidate who seeks a friendly company culture where one can work closely with smart and highly productive people. Getting to work with cutting edge software and hardware to develop outstanding consumer products is the icing on the cake.

WHAT CAN YOU DO FOR ALARM.COM?

Develop full stack software, with an emphasis on front-end web development, working primarily with Ember and C#.
Engage in the research, evaluation, and application of new technologies and methodologies to solve challenging problems.
Take part in the entire project life cycle, from requirements development to deployment.
Work hard and be flexible. We have quick development cycles, evolving requirements, and lots of cross-team collaboration.
Exercise good judgment. Know when to work quickly and when to build a robust solution. Handle corner cases in a sensible way. Thoughtfully consider the trade-offs between UI perfection and technical complexity.
Bring your ideas and expertise! We want our engineers to collaborate on product development, not blindly build to a spec. Ensure that proposed UIs are feasible and consider localization, accessibility, and cross-browser compatibility.

WHAT DO YOU NEED?

Bachelor's in Computer Science, Computer Engineering, related field, or equivalent work experience.
Experience with JavaScript/JavaScript web frameworks (e.g. Ember).
Experience with CSS and HTML.
Experience with object-oriented languages (e.g. C#).
Experience with JavaScript build tools (e.g. Grunt) and testing frameworks (e.g. Mirage).
Experience with package managers (e.g. npm).
Exposure to TypeScript.
Exposure to Web API design.
Exposure to JSON serialization.
Familiarity with networking concepts, principles, and technologies (e.g. WebSockets).

WHAT'S IN IT FOR YOU?

Collaborate with outstanding people: We hire only the best. Our standards are high and our employees enjoy working alongside other high achievers.
Make an immediate impact: You can expect to be given real responsibility for bringing new technologies to the marketplace. You will be empowered to perform as soon as you join the team!
Work with real stuff: You will write code that interacts with the physical world. You'll be able to see your work in action with the numerous IoT devices we work with every day.
Gain well rounded experience: Alarm.com offers a diverse and dynamic environment where you will get the chance to work directly with executives and develop expertise across multiple areas of the business.
Be Empowered: We don't want to micro-manage you. We barely want to tell you what to do. We want you to own stuff and bring your experience to make those products best in class.
Work with the latest technologies: You'll gain exposure to a broad spectrum of IoT and SaaS technology. Our tech stack includes .NET, SQL Server, Ember.js, Node.js, Kafka, as well as native iOS and Android applications.
Focus on fun: Alarm.com places high value on our team culture. We even have a committee dedicated to hosting a stand-out holiday party, happy hours, and other fun corporate events.

COMPANY INFORMATION

Alarm.com is the leading cloud-based platform for smart security and the Internet of Things. More than 6 million home and business owners depend on our solutions every day to make their properties safer, smarter, and more efficient. And every day, we're innovating new technologies in rapidly evolving spaces including AI, video analytics, facial recognition, machine learning, energy analytics, and more. Alarm.com earned the Top Workplace™ award for our employee culture and the meaningful work we do to give property owners peace of mind, help them conserve energy and water, and stay connected to loved ones. We're seeking those who are passionate about creating change through technology and who want to make a lasting impact on the world around them.

For more information, please visit www.alarm.com.

COMPANY BENEFITS
Alarm.com offers competitive pay and a generous benefits package starting on day one of employment including 100% paid medical for employees, a health savings account option with company contribution, waiver allowance, 401(k) with employer match, paid holidays, paid time off starting at 4 weeks and increasing with tenure and paid maternity/paternity leave. We offer a casual dress work environment, annual company retreat, grocery delivery and in suite bike racks and showers.

Alarm.com is an Equal Opportunity Employer

In connection with your application, we collect information that identifies, reasonably relates to or describes you (""Personal Information""). The categories of Personal Information that we may collect include your name, government-issued identification number(s), email address, mailing address, other contact information, emergency contact information, employment history, educational history, criminal record, and demographic information. We collect and use those categories of Personal Information about you for human resources and other business management purposes, including identifying and evaluating you as a candidate for potential or future employment or future contract positions, record-keeping in relation to recruiting and hiring, conducting criminal background checks as permitted by law, conducting analytics, and ensuring compliance with applicable legal requirements and Company policies.",software engineer
"DeNOVO Solutions, LLC, is a Minority-Owned Service-Disabled Veteran-Owned Small Business (MO/SDVOSB) dedicated to providing the best technical and professional services to the Federal government. DeNOVO is a small, dynamic company with an outstanding benefits and compensation package, including 100% employer-paid health, dental and vision insurance; a generous PTO program; ten paid government holidays/year; 401K with 6% company matching; and more. This is a direct, full-time position. For more information or to see other positions, please visit our website www.thedenovo.com/careers


Candidates MUST have an active TS SCI with Full Scope Polygraph to be considered


Software Engineer
Description - The Software Engineer develops, maintains, and enhances complex and diverse software systems (e.g., processing-intensive analytics, novel algorithm development, manipulation of extremely large data sets, real-time systems, and business management information systems) based upon documented requirements. Works individually or as part of a team. Reviews and tests software components for adherence to the design requirements and documents test results. Resolves software problem reports. Utilizes software development and software design methodologies appropriate to the development environment. Provides specific input to the software components of system design to include hardware/software trade- offs, software reuse, use of Commercial Off-the-shelf (COTS)/Government Off-the-shelf (GOTS) in place of new development, and requirements analysis and synthesis from system level to individual software components.
Qualifications:
No demonstrated experience is required. Bachelor’s degree in Computer Science or related discipline from an accredited college or university is required Four (4) years of SWE experience on projects with similar software processes may be substituted for a bachelor’s degree. No demonstrated experience is required. Bachelor’s degree in Computer Science or related discipline from an accredited college or university is required Four (4) years of SWE experience on projects with similar software processes may be substituted for a bachelor’s degree.
Required Skills:
Analyze user requirements to derive software design and performance requirements.
Debug existing software and correct defects.
Provide recommendations for improving documentation and software development process standards
Design and code new software or modify existing software to add new features
Integrate existing software into new or modified systems or operating environments
Develop simple data queries for existing or proposed databases or data repositories
Analyze user requirements to derive software design and performance requirements.
Debug existing software and correct defects.
Provide recommendations for improving documentation and software development process standards
Design and code new software or modify existing software to add new features
Integrate existing software into new or modified systems or operating environments
Develop simple data queries for existing or proposed databases or data repositories

DeNOVO Solutions is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.",software engineer
"Based in Fredericksburg, Virginia we are a leading provider of smart grid and advanced metering products that specializes in real time automation, management and control. We are seeking a Web/Mobile Application Quality Assurance Engineer that will be responsible for testing the overall user experience of the various applications the company develops. Our software is ground-breaking in terms of how users manage and monitor energy usage as well as interact millions of communicating devices. We are looking for a talented and motivated professional with an attention to detail experienced in functional, usability, compatibility, and performance testing of web applications.
To the select few, we offer an environment where you're empowered to be your best. We encourage you to take risks. And we offer a world of rewards and benefits for performance. If you are interested in joining a profitable, fast paced company that pushes the envelope, then apply immediately.
What you need for this position:
Bachelor’s degree or equivalent in Computer Science or a related technical field, plus 1-2 years experience working on testing web and mobile applications across different platforms (iOS, Android) and browsers (Chrome, Safari).
Experience with functional testing (esp. following design documents to ensure intended behavior is captured in tested software).
Experience with usability testing (working with, and thinking like, different users to bring variety to testing assignments).
Experience with performance testing (making sure application performs under different scaling conditions).

What will help you stand out:
Experience documenting procedures to enable faster troubleshooting and resolution
Experience with scripting and automation a plus
Experience working with an active R&D and QA team of local and remote staff
Working experience with Jira, Confluence, and Dropbox is a plus
What’s in it for you?
Great bonus opportunities
Comprehensive benefit package
Great health benefits – free insurance for employee
Free drinks/snacks
Please reply with a paragraph or two of your most significant career accomplish. Go into as much detail as you'd like, the more the better. Feel free to brag, we want to hear",software engineer
"At Revature, we hire emerging technology talent to innovate the future of tomorrow. In the next 4 weeks, we will hire over 300 new Entry Level Java Developers.
One day someone is going to ask you where you got your start…This is IT!
With a wide range of Fortune 500 enterprises, government organizations and top systems integrators as our clients, we not only provide you with the skills needed to succeed through an employer-paid training program but will also give you the opportunity to put those skills to use, on projects that matter.

What We Are Looking For
College degree (Associates or Bachelors)
Must be authorized to work in the US
Strong desire to learn to code – No prior professional experience required.
A natural problem solver
Strong communication and interpersonal skills
Willing to relocate anywhere in the US – Relocation assistance provided
What We Offer
Competitive salary
Relocation & housing assistance
Health, vision & dental insurance
Paid time off
Industry Certifications
Life Insurance Policy
401k
Mentoring program and ongoing support throughout your entire Revature career
Experience with the largest and most reputable companies in the US
Apply Today. Interviews are going on now.
#SoftwareEngineering

Equal Employment Opportunity
The Company is an equal opportunity employer. We will extend equal opportunity to all individuals without regard to race, religion, color, sex, pregnancy, childbirth or related medical conditions, sexual orientation, gender identity, national origin, disability, age, genetic information, marital status, veteran status, or any other status protected under applicable federal, state, or local laws. This policy applies to all terms and conditions of employment, including but not limited to, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, benefits, compensation and training. If you require an accommodation to work based on any of these protected factors, please notify the Human Resources Department, and the Company will evaluate the request and provide an accommodation in accordance with applicable law.
We seek to comply with all applicable federal, state and local laws related to discrimination and will not tolerate the interference with the ability of any of the Company’s employees to perform their job duties. Our policy reflects and affirms the Company’s commitment to the principles of fair employment and the elimination of all discriminatory practices.",software engineer
"The Android Developer will develop and test the user interfaces for new software solutions and new versions of existing software solutions in the digital solutions portfolio. They understand and apply applicable design and coding standards. They lead and participate in the creation and maintenance of mobile app development standards and best practices. They participate and contribute in design and planning meetings, daily scrums, code review sessions and pair programming.Essential Duties & Responsibilities: Design, develop, code, test, and debug new software or enhancements to existing software of complex software applications.Perform maintenance on existing software products and contribute knowledge of business applications.Contribute as necessary to the development of all project artifacts throughout the system development life cycle.Write SQL queries and analyze existing queries for performance tuning.Perform post-deployment verification.Review the existing documentation.Document technical specifications.Work closely with the UX Designers to implement a specified UI design within the constraints of the technical solution and work to find compromises when desired designs cannot be achieved.Field technical questions from other developers, Product Management, Quality Assurance, and other departments.Provide development estimates for new development initiatives and enhancement requests.Investigate and resolve bugs and deficiencies in the product codebase.Build and maintain internal tools to streamline the software development process and enhance productivity.Build strong and collaborative relationships with cross-functional teams to launch new products, features, and services on time and within budget.Assist with other tasks and projects as assigned.Requirements: Requires a minimum of 3 years of Android Development experienceExperience using Android SDK, including: SQLite, Shared Preferences, Background Services, Intent Handling, Push Notification, Location Management and Thread Management.Experienced with Java and KotlinJob Type: Full-timePay: $100,000.00 - $130,000.00 per yearBenefits:401(k)Dental insuranceHealth insurancePaid time offSchedule:Monday to FridayWork Location:Fully Remote",software engineer
"RESPONSIBILITIES:
Kforce has a client in search of a Software Engineer in Richmond, VA.

Essential Responsibilities:

Work with store associates to understand the real-life challenges of customers and discover what they need to move seamlessly between the online and in-person shopping experiences
Collaborate with colleagues in product design, product management and systems architecture to develop experimental solutions and bring great ideas to life
Market your new ideas internally and evolve them according to feedback and critique within an agile environment
Stay on top of industry trends and best practice to continuously improve what we do and ensure our customer experience is the best it can be
Focus on a multi-channel chat experience team

REQUIREMENTS:

A degree in Computer Science or a related discipline
5+ years of full stack application development experience required
Experience as a software developer working with product teams
Working knowledge of programming languages/platforms such as C#, .NET, Azure, cloud-based SaaS and PaaS solutions is preferred
In-depth knowledge of relational databases such as MS and SQL server is preferred
Experience with API design and integration is preferred
Exceptional communication skills

Specialties:Experience in the following required:

Advanced Microsoft .NET (C#)
HTML5/CSS3/JavaScript
JavaScript Frameworks (ReactJS)
Responsive design
W3C Standards
Microsoft Azure
Extract Transform Load (ETL)
Security and Data Protection
Data Storage Solutions
Reusable Code and Libraries
Server Side Logic
Database Schemas
Data Migration and Scripting
Authentication/Authorization
Security Compliance
Unit Testing

Experience in the following preferred:

Chat bot integration
Microsoft SQL Server Scripting and Data Models
W3C Standards
API designs (REST & SOAP)
Automated/Performance Testing
Stateless/Sessions Design
Distributed Servers
Continuous Integration

Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.",software engineer
"Supporting the Most Exciting and Meaningful Missions in the World
Engineer, Software
Duties, Experience, Skills, Requirements, and Information:
This position will provide software engineering support to the Advanced Dynamic Aircraft Measurement System (ADAMS) Team in the Aircraft Signature and Avionics Measurements (ASAM) Branch of Atlantic Test Ranges (ATR), Patuxent River, Maryland. Specific responsibilities will include:
MATLAB Developer –
Maintain post-flight code and design applications to improve post-processing
Design and develop applications to visualize data and GUIs to view and edit data base tables
Design and develop post-run applications
Develop basic algorithms for Digital Signal Processor (DSP)
Maintain and administer a master Data Base (DB)
Support administration functions for Network Attached Storage (NAS), backup and restore data for computer upgrades
Maintain directory structure of MATLAB code for configuration management
Work with the Systems Administration Team for configuring operating systems and installing software packages
Act as Subject Matter Expert for liaison between software and hardware teams
Ability to work well as a member of a team and as an individual with minimal supervision
Should have a strong background with MATLAB coding and be experienced with NAS and DSP
Must have a minimum of two years’ experience associated with software development
Should be able to effectively communicate both verbally and in writing
Must possess a valid driver’s license
All candidates will be required to pass Drug Screenings
Note: This job description describes the general nature of the duties and requirements of the job.
It is not intended to be an exhaustive list or to limit the supervisor's ability to modify work assignments as appropriate.
Education / Experience:
A Bachelor's degree in an engineering discipline from a school of engineering having at least one professional engineering curriculum accredited by the Accreditation Board for Engineering and Technology (ABET) (or in related disciplines such as physics, mathematics or computer science) is required.
Security Clearance:
Candidates must be able to obtain a DoD Top Secret clearance and maintain it throughout employment
Our benefits and perks include:
Medical, dental, vision, 401(k), Life/AD&D/STD/LTD insurance
Tuition and training assistance program
Wellness program & Employee Assistance Program (EAP)
Paid vacation and sick leave & 10 Paid Holidays
Mobile phone service discount / Discounted Gym Memberships
Work Conditions: : Conditions will vary. Most work occurs in enclosed buildings, but some outside work may be required. Work will include sitting, standing, walking, lifting and reaching. Applicant should be capable of lifting 50-100 lbs. assisted by other employees. Vision abilities needed to perform this job include close vision, depth perception, and the ability to adjust and focus.
PAE is proud to be an Equal Opportunity Employer. Our hiring practices provide equal opportunity for employment without regard to race, religion, color, sex, gender, national origin, age, United States military veteran’s status, ancestry, sexual orientation, marital status, family structure, medical condition including genetic characteristics or information, veteran status, or mental or physical disability so long as the essential functions of the job can be performed with or without reasonable accommodation, or any other protected category under federal, state, or local law.",software engineer
"Job Summary/Company:

Do you have experience supporting CMS Medicare or Medicaid programs? Become a critical contributor as the Senior Software Engineer on this team to meet our customer’s needs. If you are interested in learning more about Sparks Group and the opportunity, please submit your resume today.
Responsibilities:

Full Agile development of web-based enterprise solutions utilizing Java EE
Develop and integrate solutions using various open sour architectures
Support technical discussions to provide guidelines and approach to team
Collaborate with team to design new features and functionality
Support security assessments as required
Serve as mentor to technical team

Qualifications/Background Profile:
Bachelor’s Degree in Computer Science or related field
7 years as a senior developer building multi-tier, enterprise web-based solutions using frameworks such as Java EE, Spring, JBoss, Fuse, MQ, RDBMS, ORM, AWS, REST
7 years in 1 or more technical disciplines (architecture, process re-engineering, development, verification)
2 years of experience working on Microservices architecture
3-7 years of experience estimating, planning, and executing complex projects using Agile methodologies
Developing systems with Section 508 compliance
Possess or be able to obtain a Public Trust clearance
Qualified candidates should send their resume AND call Sparks Group for additional details. Please note, resume must include a valid email address in order to be considered. We look forward to discussing your background, your current job search, and your potential career path with Sparks Group!
Sparks Group is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, age, pregnancy, citizenship, family status, genetic information, disability, or protect veteran status.
Sponsored by Sparks Group",software engineer
"DevSecOps Automation Engineer needed for a contract to hire position in Fairfax, Virginia.
US Citizen with the ability to obtain a government security clearance is required!
Responsibilities
Seeking a DevSecOps Engineer with a strong security focus and extensive experience to help with DevOps security initiatives and implement best practices in the areas of infrastructure, network security, and secure coding, as well as compliance and policy. The individual in this role will be part of an agile team and work closely with the Solution Architect and AWS Architecture team
Implementing several common Continuous Deployment use cases using AWS technologies, including blue/green deployment and A/B testing
Providing detailed specifications for proposed solutions including materials, effort, and time necessary
Responsible for automating platform deployments including DEV, TEST and PROD
Providing hands-on support for CI/CD and other automation initiatives (e.g., Ansible, Puppet, Bamboo, Jenkins, or similar technologies)
Deploy updates, fixes, and patches as needed
Distinguishing between the array of application deployment technologies available on AWS (including AWS CodeDeploy, AWS Opsworks, AWS Elastic Beanstalk, Amazon EC2 Container Service, and Amazon EC2 Container Registry), and decide which technology best fits a given scenario
Report on analytics regarding software and hardware usage
Monitor all systems for health (e.g., Datadog, New Relic, etc.)
Assist other engineers in creating practical demonstrations of proposed solutions and demonstrating them to other members of various teams
Provide Level 2 technical support
Perform root cause analysis for production errors
Develop scripts/tools to automate duties where applicable
Qualifications
4 year degree in related discipline and 5+ years functional experience
Due to the nature of the contract requirements, US citizenship and successful passing of a background check is required prior to beginning work. In addition, candidates must have ability to obtain and maintain a DHS EOD/Public Trust clearance.
Solid understanding of and experience with provisioning and managing infrastructure as well as applications including Terraform in cloud environments, preferably in AWS
Experience with identifying and implementing automation for CI/CD
Experience with scripting in Bash, Python, Groovy, or Ruby
Experience with open technologies like Jenkins, Gradle, Maven, DevSecOps, and related Infrastructure as Code (IaC) tools, including Docker, Kubernetes, OpenShift, Jenkins, GitHub, Puppet, Git, and others
Experience working with XML, JSON and YAML for configuration
Training and Certifications (desired)
Experience working in an Agile environment.
Cyber Certifications desired
Understanding of federal cybersecurity guidance such as NIST SP 800-37, Guide for Applying the Risk Management Framework to Federal Information Systems: a Security Life Cycle Approach and NIST 800-137, Information Security Continuous Monitoring (ISCM) for Federal Information Systems and Organizations.
SOC, a Day & Zimmermann company, is an Equal Opportunity Employer, EOE AA M/F/Vet/Disability.
#DZFED",software engineer
"Type of Requisition:
Regular
Clearance Level Must Currently Possess:
Top Secret/SCI
Clearance Level Must Be Able to Obtain:
Top Secret SCI + Polygraph
Suitability:
Polygraph
Public Trust/Other Required:
Job Family:
Software Development
Job Description:
We are GDIT. The people supporting and securing some of the most complex government defense and intelligence projects across the country. We ensure today is safe and tomorrow is smarter. Our work has meaning and impact on the world around us, but also on us, and that's important.
GDIT is your place. You make it your own by embracing autonomy, seizing opportunity, and being trusted to deliver your best every day. We think. We act. We deliver. There is no challenge we can't turn into opportunity. And our work depends on TS/SCI level cleared Software Engineer joining our team to support our Intel customer in Springfield, VA.
The Software Engineer will actively participate with Scrum development teams and meetings. The engineer will be responsible for working with a highly functional team developing and deploying custom solutions to the client’s enterprise cloud environment. Other responsibilities will include working with the team to define task breakdowns and effort estimates; as well as preparing design and test documents.
SPECIFIC DUTIES AND RESPONSIBILITIES:
Design, implement and maintain application phases.
Contribute in all phases of the development life cycle
Write well designed, testable, efficient code
Ensure designs are in compliance with specifications
Recommend changes to improve established application processes
Prepare and produce releases of software components
Develop application code programs
Develop and execute unit test plans
Support formal testing and resolve test defects
Provide technical support and consultation for application and infrastructure questions
Required Skills:
Bachelor’s degree in Computer Science, Engineering, Mathematics or other business-related field
Expert with at least one language and desire good experience with several others (Python, React, Java, etc.)
Front-end development skills (HTML/CSS/JavaScript)
Strong understanding of DevOps and software/application development processes
Experience with GitLab, Jenkins, Nexus, and other DevOps/Continuous Integration tools
Experience with SQL and NoSQL data stores
Demonstrated ability to creatively solve technical problems
Demonstrated ability to work collaboratively with a small team
Desired Skills:
Experiencing interacting with AWS SDK, AWS API, AWS CLI, and AWS CloudFormation
Experience with public clouds such as AWS, Google, Rackspace
Scheduled Weekly Hours:
40
Travel Required:
None
Telecommuting Options:
Telecommuting Not Allowed
Work Location:
USA VA Springfield
Additional Work Locations:
We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver. Bringing the expertise needed to understand and advance critical missions. We transform. Shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there. On the ground, beside our clients, in the lab, and everywhere in between. Offering the technology transformations, strategy, and mission services needed to get the job done.GDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.",software engineer
"Salary: $85k per year + 401K,Dental,Healthcare,Life Insura
Reference: 80790

Understanding of Software Development Lifecycle in Waterfall and Agile framework. Knowledge on DevOps would be plus
Excellent communication skills, quick learning attitude, strong logic, reasoning and critical thinking skills to solve problems.
4+ years of experience with Spring Core, Spring Boot, Spring MVC, Spring Integration and Spring Security
Hands-on experience with Database development and tools with SQL, O/RM, Flyway, OLTP Database Tuning, etc.
Experience with implementing integration solutions with RESTful Web Services
Experience in testing automation using Selenium, Cucumber, and Junit is preferred
Knowledge of UNIX (Linux) environment and scripting (bash, shell and python)
Knowledge on NoSQL Database experience and Spring Batch
Spring Core, Spring Boot, Spring MVC, Spring Integration, Spring Security
Selenium, Cucumber, and Junit
SQL, O/RM, Flyway, OLTP Database Tuning
1",software engineer
"Job Title- Mobile DeveloperJob Type- 6 month contract to hire.Job Location: Bethesda, Maryland or Boynton Beach, Florida.Job Salary: $50-$60 Per hour based on experience.Summary:Currently we are seeking an experienced Mobile Developer to join our team. The primary functions of the Mobile Developer will be to design and develop new front end features for both IOS and Android mobile applications using reactive Native, CSS3, HTML5, JavaScript. Mobile Developer will work closely with business analysts and product owners to understand what necessary UI requirements are desired.Responsibilities:Develop maintainable, and modular HTML, JavaScript and React for Ecommerce website.Continuously improve functionality for new web and mobile applications.Translate functional requirements related for UI specs into technical design.Identify and evaluate new UI techs for implementation.Qualifications:Bachelor’s degree in computer science or related field.Strong hands on experience implementing UI Design using CSS3, HTML5, React, and JavaScript.2 years of experience in Mobile using IOS and Android.Experience in Responsive and Adaptive web design.Experience designing and developing UI for various devices such as mobile, desktop, tablet, etc.Experience with Agile tools such as Github, JIRA.Job Types: Full-time, ContractPay: $40.00 - $60.00 per hour",software engineer
